dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,diff,total,avg_per
21_2,01-03-2020,1122,17066492,0,0,-17066492,17066492,0%
14_5,01-07-2020,2482,17181168,0,0,-17181168,17181168,0%
14_4,01-09-2019,2624,17206310,0,0,-17206310,17206310,0%
14_4,01-08-2020,2953,17381103,0,0,-17381103,17381103,0%
19_1,01-07-2020,1519,17391525,0,0,-17391525,17391525,0%
20_3,01-08-2020,2138,17423399,0,0,-17423399,17423399,0%
14_2,01-07-2020,2691,17486266,0,0,-17486266,17486266,0%
14_2,01-08-2020,2045,17556449,0,0,-17556449,17556449,0%
14_2,01-01-2020,1921,17614714,0,0,-17614714,17614714,0%
14_4,01-06-2019,2527,17696126,0,0,-17696126,17696126,0%
19_1,01-12-2019,1173,17703534,0,0,-17703534,17703534,0%
19_1,01-07-2019,1186,17853370,0,0,-17853370,17853370,0%
14_2,01-02-2020,2098,17880967,0,0,-17880967,17880967,0%
21_2,01-07-2019,1451,17966223,0,0,-17966223,17966223,0%
21_3,01-05-2020,1642,18028360,0,0,-18028360,18028360,0%
14_4,01-03-2020,2157,18193770,0,0,-18193770,18193770,0%
18_2,01-05-2020,2778,18287063,0,0,-18287063,18287063,0%
21_5,01-06-2019,1392,18292822,0,0,-18292822,18292822,0%
14_3,01-01-2020,2730,18293182,0,0,-18293182,18293182,0%
21_2,01-08-2019,1332,18341690,0,0,-18341690,18341690,0%
22_1,01-09-2020,1233,18346350,0,0,-18346350,18346350,0%
20_3,01-03-2020,2068,18392715,0,0,-18392715,18392715,0%
14_2,01-06-2020,2794,18409579,0,0,-18409579,18409579,0%
14_4,01-11-2019,2321,18429221,0,0,-18429221,18429221,0%
14_2,01-08-2019,2519,18515918,0,0,-18515918,18515918,0%
15_3,01-07-2020,2065,18569435,0,0,-18569435,18569435,0%
19_1,01-02-2020,1473,18929772,0,0,-18929772,18929772,0%
19_2,01-04-2019,1767,18940764,0,0,-18940764,18940764,0%
17_1,01-03-2020,2078,19040663,0,0,-19040663,19040663,0%
14_4,01-04-2019,2355,19227636,0,0,-19227636,19227636,0%
20_3,01-07-2020,2264,19409973,0,0,-19409973,19409973,0%
21_2,01-07-2020,1553,19450450,0,0,-19450450,19450450,0%
21_5,01-05-2019,1468,19541233,0,0,-19541233,19541233,0%
21_5,01-07-2019,1858,19590782,0,0,-19590782,19590782,0%
21_5,01-08-2019,1648,19611924,0,0,-19611924,19611924,0%
20_2,01-08-2020,1678,19612368,0,0,-19612368,19612368,0%
18_2,01-08-2020,2645,19678104,0,0,-19678104,19678104,0%
19_2,01-07-2020,2401,19753266,0,0,-19753266,19753266,0%
20_3,01-01-2020,1917,19918125,0,0,-19918125,19918125,0%
20_3,01-11-2019,1968,19924292,0,0,-19924292,19924292,0%
19_2,01-12-2019,1762,19964775,0,0,-19964775,19964775,0%
19_1,01-06-2020,1655,19995210,0,0,-19995210,19995210,0%
14_3,01-08-2020,3523,20052643,0,0,-20052643,20052643,0%
14_4,01-05-2019,2809,20217773,0,0,-20217773,20217773,0%
19_2,01-02-2020,1961,20439919,0,0,-20439919,20439919,0%
15_3,01-08-2020,2101,20456003,0,0,-20456003,20456003,0%
21_2,01-06-2020,1668,20612845,0,0,-20612845,20612845,0%
21_3,01-08-2020,1943,20663415,0,0,-20663415,20663415,0%
14_4,01-06-2020,3460,20685876,0,0,-20685876,20685876,0%
19_2,01-05-2019,1788,20714061,0,0,-20714061,20714061,0%
20_3,01-10-2019,2155,20876708,0,0,-20876708,20876708,0%
19_2,01-06-2019,1860,20888875,0,0,-20888875,20888875,0%
14_4,01-12-2019,2495,20932006,0,0,-20932006,20932006,0%
21_2,01-12-2019,1252,20965877,0,0,-20965877,20965877,0%
22_2,01-03-2020,478,21113825,0,0,-21113825,21113825,0%
22_2,01-06-2020,1158,21166606,0,0,-21166606,21166606,0%
18_2,01-10-2019,2548,21200384,0,0,-21200384,21200384,0%
14_2,01-05-2019,2392,21224914,0,0,-21224914,21224914,0%
20_3,01-12-2019,2261,21228175,0,0,-21228175,21228175,0%
21_5,01-02-2020,1626,21233617,0,0,-21233617,21233617,0%
15_3,01-06-2020,2492,21296590,0,0,-21296590,21296590,0%
14_4,01-02-2020,2762,21330798,0,0,-21330798,21330798,0%
18_2,01-01-2020,3256,21360534,0,0,-21360534,21360534,0%
21_3,01-03-2020,2047,21392237,0,0,-21392237,21392237,0%
14_3,01-03-2020,3065,21452512,0,0,-21452512,21452512,0%
20_3,01-09-2019,2409,21464218,0,0,-21464218,21464218,0%
14_3,01-02-2020,3243,21676692,0,0,-21676692,21676692,0%
20_2,01-05-2020,1557,21758258,0,0,-21758258,21758258,0%
21_5,01-07-2020,2127,21774457,0,0,-21774457,21774457,0%
14_3,01-04-2019,2726,21804047,0,0,-21804047,21804047,0%
15_3,01-03-2020,1988,21851696,0,0,-21851696,21851696,0%
14_3,01-07-2020,4192,21883871,0,0,-21883871,21883871,0%
15_3,01-09-2019,2078,21904010,0,0,-21904010,21904010,0%
14_2,01-07-2019,3068,22574155,0,0,-22574155,22574155,0%
20_3,01-08-2019,2493,22575950,0,0,-22575950,22575950,0%
14_4,01-08-2019,3091,22700059,0,0,-22700059,22700059,0%
19_3,01-11-2019,1563,22840845,0,0,-22840845,22840845,0%
19_2,01-07-2019,2127,22890600,0,0,-22890600,22890600,0%
14_3,01-11-2019,2774,22911353,0,0,-22911353,22911353,0%
14_4,01-07-2019,3460,22968808,0,0,-22968808,22968808,0%
19_3,01-01-2020,1514,23052140,0,0,-23052140,23052140,0%
15_3,01-01-2020,1878,23127713,0,0,-23127713,23127713,0%
15_3,01-11-2019,1991,23161905,0,0,-23161905,23161905,0%
21_5,01-12-2019,1595,23309028,0,0,-23309028,23309028,0%
20_3,01-04-2019,2116,23674170,0,0,-23674170,23674170,0%
20_3,01-06-2020,2484,23699624,0,0,-23699624,23699624,0%
20_3,01-05-2019,2097,23745502,0,0,-23745502,23745502,0%
19_3,01-09-2019,1632,23754440,0,0,-23754440,23754440,0%
21_1,01-09-2020,895,23888325,0,0,-23888325,23888325,0%
17_1,01-06-2020,3071,23888811,0,0,-23888811,23888811,0%
14_3,01-10-2019,2965,23957219,0,0,-23957219,23957219,0%
19_2,01-06-2020,2350,23977844,0,0,-23977844,23977844,0%
20_4,01-09-2019,1574,24092340,0,0,-24092340,24092340,0%
20_4,01-08-2020,1587,24123858,0,0,-24123858,24123858,0%
14_3,01-09-2019,3449,24156093,0,0,-24156093,24156093,0%
18_2,01-12-2019,3231,24296657,0,0,-24296657,24296657,0%
14_2,01-06-2019,1753,24300464,0,0,-24300464,24300464,0%
19_3,01-08-2020,1541,24322890,0,0,-24322890,24322890,0%
19_3,01-04-2019,1620,24326193,0,0,-24326193,24326193,0%
18_2,01-08-2019,2710,24438466,0,0,-24438466,24438466,0%
20_2,01-10-2019,2180,24713520,0,0,-24713520,24713520,0%
21_3,01-06-2020,2669,24731636,0,0,-24731636,24731636,0%
18_2,01-07-2020,3520,24758355,0,0,-24758355,24758355,0%
20_4,01-11-2019,1733,24768431,0,0,-24768431,24768431,0%
21_3,01-07-2020,2626,24846073,0,0,-24846073,24846073,0%
20_3,01-02-2020,2486,24879936,0,0,-24879936,24879936,0%
20_4,01-10-2019,2008,25252869,0,0,-25252869,25252869,0%
20_4,01-05-2020,1247,25274662,0,0,-25274662,25274662,0%
21_5,01-06-2020,2301,25384475,0,0,-25384475,25384475,0%
18_2,01-03-2020,2916,25385565,0,0,-25385565,25385565,0%
14_1,01-05-2020,2566,25446164,0,0,-25446164,25446164,0%
21_3,01-01-2020,2216,25500870,0,0,-25500870,25500870,0%
14_3,01-12-2019,3023,25540937,0,0,-25540937,25540937,0%
20_3,01-07-2019,2413,25639647,0,0,-25639647,25639647,0%
19_3,01-06-2020,2034,25828201,0,0,-25828201,25828201,0%
14_3,01-05-2019,3471,25935850,0,0,-25935850,25935850,0%
18_2,01-11-2019,2703,25998774,0,0,-25998774,25998774,0%
20_2,01-04-2019,1943,26031616,0,0,-26031616,26031616,0%
14_3,01-06-2020,4748,26260334,0,0,-26260334,26260334,0%
18_2,01-04-2019,2876,26367902,0,0,-26367902,26367902,0%
19_3,01-06-2019,1994,26534317,0,0,-26534317,26534317,0%
15_3,01-04-2019,2259,26570227,0,0,-26570227,26570227,0%
15_2,01-04-2020,155,26577040,0,0,-26577040,26577040,0%
20_2,01-03-2020,2014,26747225,0,0,-26747225,26747225,0%
19_3,01-10-2019,1635,26801116,0,0,-26801116,26801116,0%
20_2,01-09-2019,2478,26907074,0,0,-26907074,26907074,0%
18_2,01-05-2019,3352,26907600,0,0,-26907600,26907600,0%
15_3,01-05-2019,2347,26915352,0,0,-26915352,26915352,0%
20_2,01-01-2020,2205,26984780,0,0,-26984780,26984780,0%
20_3,01-06-2019,2388,27212704,0,0,-27212704,27212704,0%
17_3,01-05-2020,3107,27244759,0,0,-27244759,27244759,0%
17_3,01-08-2020,3122,27329996,0,0,-27329996,27329996,0%
17_1,01-07-2020,3219,27351650,0,0,-27351650,27351650,0%
20_4,01-05-2019,1554,27369396,0,0,-27369396,27369396,0%
20_4,01-04-2019,1384,27467135,0,0,-27467135,27467135,0%
17_1,01-10-2019,2309,27481586,0,0,-27481586,27481586,0%
20_2,01-11-2019,2020,27837785,0,0,-27837785,27837785,0%
14_3,01-08-2019,4164,28291631,0,0,-28291631,28291631,0%
14_3,01-07-2019,4185,28345301,0,0,-28345301,28345301,0%
20_4,01-03-2020,1734,28372288,0,0,-28372288,28372288,0%
21_3,01-10-2019,2302,28389435,0,0,-28389435,28389435,0%
19_3,01-07-2020,1974,28755915,0,0,-28755915,28755915,0%
18_2,01-09-2019,3078,28949349,0,0,-28949349,28949349,0%
20_4,01-12-2019,1941,29201390,0,0,-29201390,29201390,0%
14_3,01-06-2019,4267,29213266,0,0,-29213266,29213266,0%
20_2,01-05-2019,2312,29341793,0,0,-29341793,29341793,0%
15_3,01-06-2019,2072,29390216,0,0,-29390216,29390216,0%
17_1,01-11-2019,1755,29444560,0,0,-29444560,29444560,0%
17_1,01-09-2019,2251,29548372,0,0,-29548372,29548372,0%
19_3,01-03-2020,1525,29553726,0,0,-29553726,29553726,0%
15_3,01-10-2019,2061,29631359,0,0,-29631359,29631359,0%
18_2,01-06-2020,4260,30195941,0,0,-30195941,30195941,0%
19_3,01-08-2019,1715,30332822,0,0,-30332822,30332822,0%
21_3,01-09-2019,2452,30412836,0,0,-30412836,30412836,0%
17_1,01-04-2019,2205,30584778,0,0,-30584778,30584778,0%
15_3,01-02-2020,2594,30642558,0,0,-30642558,30642558,0%
21_3,01-04-2019,2372,30706161,0,0,-30706161,30706161,0%
15_3,01-12-2019,2359,30804967,0,0,-30804967,30804967,0%
21_3,01-12-2019,2604,31042865,0,0,-31042865,31042865,0%
15_3,01-07-2019,2635,31158113,0,0,-31158113,31158113,0%
20_4,01-01-2020,1528,31381830,0,0,-31381830,31381830,0%
20_2,01-07-2020,2287,31524458,0,0,-31524458,31524458,0%
20_4,01-08-2019,1842,31819721,0,0,-31819721,31819721,0%
17_1,01-08-2019,2569,31935569,0,0,-31935569,31935569,0%
20_2,01-08-2019,2497,32248561,0,0,-32248561,32248561,0%
19_3,01-12-2019,1812,32307331,0,0,-32307331,32307331,0%
21_3,01-02-2020,2751,32313940,0,0,-32313940,32313940,0%
20_2,01-06-2019,2672,32368172,0,0,-32368172,32368172,0%
19_3,01-02-2020,2173,32744775,0,0,-32744775,32744775,0%
18_2,01-07-2019,3835,32920357,0,0,-32920357,32920357,0%
19_3,01-07-2019,2434,33016334,0,0,-33016334,33016334,0%
20_2,01-12-2019,2681,33031207,0,0,-33031207,33031207,0%
20_4,01-06-2020,2041,33122565,0,0,-33122565,33122565,0%
19_3,01-05-2019,2260,33143566,0,0,-33143566,33143566,0%
17_3,01-03-2020,3711,33299677,0,0,-33299677,33299677,0%
18_2,01-02-2020,3789,33422107,0,0,-33422107,33422107,0%
15_3,01-08-2019,2197,33431499,0,0,-33431499,33431499,0%
17_1,01-02-2020,3079,33549684,0,0,-33549684,33549684,0%
20_4,01-06-2019,2053,33732651,0,0,-33732651,33732651,0%
20_4,01-07-2019,2236,34112815,0,0,-34112815,34112815,0%
18_2,01-06-2019,3595,34889349,0,0,-34889349,34889349,0%
21_3,01-06-2019,2766,34975070,0,0,-34975070,34975070,0%
21_3,01-08-2019,2920,35046121,0,0,-35046121,35046121,0%
20_2,01-07-2019,3106,35101355,0,0,-35101355,35101355,0%
20_4,01-02-2020,1972,35184230,0,0,-35184230,35184230,0%
20_2,01-02-2020,2720,35896456,0,0,-35896456,35896456,0%
17_3,01-06-2020,5158,36195705,0,0,-36195705,36195705,0%
20_2,01-06-2020,2861,37040260,0,0,-37040260,37040260,0%
23_2,01-08-2020,2927,37165592,0,0,-37165592,37165592,0%
17_3,01-11-2019,4666,38005955,0,0,-38005955,38005955,0%
17_1,01-12-2019,2598,38030142,0,0,-38030142,38030142,0%
21_3,01-05-2019,2968,38073544,0,0,-38073544,38073544,0%
21_3,01-07-2019,3210,38094533,0,0,-38094533,38094533,0%
17_1,01-07-2019,2909,38470965,0,0,-38470965,38470965,0%
17_3,01-01-2020,4755,38915554,0,0,-38915554,38915554,0%
15_1,01-04-2020,411,40548790,0,0,-40548790,40548790,0%
17_3,01-04-2019,4151,41508762,0,0,-41508762,41508762,0%
23_2,01-05-2020,2743,41541241,0,0,-41541241,41541241,0%
14_1,01-08-2020,2895,41587078,0,0,-41587078,41587078,0%
17_3,01-07-2020,5047,43355386,0,0,-43355386,43355386,0%
20_1,01-05-2020,2213,43473995,0,0,-43473995,43473995,0%
20_4,01-07-2020,2008,43776827,0,0,-43776827,43776827,0%
17_3,01-09-2019,5103,44403848,0,0,-44403848,44403848,0%
17_1,01-01-2020,2486,44629057,0,0,-44629057,44629057,0%
17_3,01-02-2020,5534,45706795,0,0,-45706795,45706795,0%
23_2,01-07-2020,4253,45734277,0,0,-45734277,45734277,0%
23_2,01-04-2019,2692,45800865,0,0,-45800865,45800865,0%
17_1,01-06-2019,2613,45801812,0,0,-45801812,45801812,0%
23_3,01-05-2020,3256,45967439,0,0,-45967439,45967439,0%
23_2,01-03-2020,3046,46034033,0,0,-46034033,46034033,0%
18_1,01-05-2020,3803,46347922,0,0,-46347922,46347922,0%
23_2,01-06-2019,3319,46934818,0,0,-46934818,46934818,0%
23_2,01-11-2019,2756,47478958,0,0,-47478958,47478958,0%
14_1,01-07-2020,3696,47677705,0,0,-47677705,47677705,0%
17_3,01-07-2019,5575,47714647,0,0,-47714647,47714647,0%
23_2,01-01-2020,3236,48049633,0,0,-48049633,48049633,0%
23_2,01-06-2020,4299,48314427,0,0,-48314427,48314427,0%
23_2,01-10-2019,2864,48430668,0,0,-48430668,48430668,0%
17_3,01-05-2019,4478,49926112,0,0,-49926112,49926112,0%
17_3,01-06-2019,5625,50053613,0,0,-50053613,50053613,0%
14_1,01-06-2019,3565,50331243,0,0,-50331243,50331243,0%
14_1,01-01-2020,3952,51248313,0,0,-51248313,51248313,0%
17_3,01-12-2019,5954,52786211,0,0,-52786211,52786211,0%
23_2,01-05-2019,3460,53073454,0,0,-53073454,53073454,0%
23_2,01-09-2019,3335,53229881,0,0,-53229881,53229881,0%
17_3,01-10-2019,5139,53915598,0,0,-53915598,53915598,0%
23_2,01-12-2019,3533,54070047,0,0,-54070047,54070047,0%
18_1,01-09-2019,4738,54820621,0,0,-54820621,54820621,0%
18_1,01-03-2020,4168,56216847,0,0,-56216847,56216847,0%
22_1,01-08-2020,5690,56367917,0,0,-56367917,56367917,0%
20_1,01-07-2020,3589,56763680,0,0,-56763680,56763680,0%
14_1,01-06-2020,4493,56964703,0,0,-56964703,56964703,0%
23_1,01-05-2020,5459,57559583,0,0,-57559583,57559583,0%
23_2,01-08-2019,4144,57763766,0,0,-57763766,57763766,0%
20_1,01-04-2019,2748,58308650,0,0,-58308650,58308650,0%
20_1,01-03-2020,3133,58938590,0,0,-58938590,58938590,0%
14_1,01-07-2019,5056,58994710,0,0,-58994710,58994710,0%
22_1,01-05-2020,3683,59134077,0,0,-59134077,59134077,0%
14_1,01 April 2019,4533,59236363,0,0,-59236363,59236363,0%
18_1,01-01-2020,5194,59314154,0,0,-59314154,59314154,0%
18_1,01-04-2019,4562,60415544,0,0,-60415544,60415544,0%
20_1,01-05-2019,3029,60448065,0,0,-60448065,60448065,0%
18_1,01-10-2019,4583,60778637,0,0,-60778637,60778637,0%
14_1,01-11-2019,4102,60830591,0,0,-60830591,60830591,0%
20_1,01-08-2020,3544,61381830,0,0,-61381830,61381830,0%
18_1,01-11-2019,4536,62130368,0,0,-62130368,62130368,0%
14_1,01-10-2019,4289,62143167,0,0,-62143167,62143167,0%
17_3,01-08-2019,5798,62277913,0,0,-62277913,62277913,0%
18_1,01-08-2019,5062,62483945,0,0,-62483945,62483945,0%
14_1,01-02-2020,4658,62577930,0,0,-62577930,62577930,0%
18_1,01-07-2020,4970,62997902,0,0,-62997902,62997902,0%
20_1,01-06-2019,3276,63248165,0,0,-63248165,63248165,0%
20_1,01-01-2020,3236,63524654,0,0,-63524654,63524654,0%
21_3,01-11-2019,2192,63537802,0,0,-63537802,63537802,0%
20_1,01-09-2019,3643,63594054,0,0,-63594054,63594054,0%
14_1,01-09-2019,4281,64062953,0,0,-64062953,64062953,0%
20_1,01-11-2019,3319,65404640,0,0,-65404640,65404640,0%
18_1,01-06-2020,5664,65634582,0,0,-65634582,65634582,0%
20_1,01-10-2019,3265,66449860,0,0,-66449860,66449860,0%
18_1,01-08-2020,5299,66790432,0,0,-66790432,66790432,0%
18_1,01-06-2019,5258,66957257,0,0,-66957257,66957257,0%
18_1,01-02-2020,5691,67972419,0,0,-67972419,67972419,0%
23_1,01-01-2020,5881,68267206,0,0,-68267206,68267206,0%
17_1,01-05-2019,2400,68953812,0,0,-68953812,68953812,0%
23_1,01-03-2020,5744,69051364,0,0,-69051364,69051364,0%
20_1,01-07-2019,3675,69644228,0,0,-69644228,69644228,0%
23_2,01-02-2020,4852,69919895,0,0,-69919895,69919895,0%
23_2,01-07-2019,4709,70377544,0,0,-70377544,70377544,0%
18_1,01-05-2019,5047,71038874,0,0,-71038874,71038874,0%
14_1,01-08-2019,4864,73289753,0,0,-73289753,73289753,0%
14_1,01-05-2019,4301,73344601,0,0,-73344601,73344601,0%
20_1,01-08-2019,3784,73473475,0,0,-73473475,73473475,0%
18_1,01-07-2019,5749,74149259,0,0,-74149259,74149259,0%
20_1,01-06-2020,4298,74922095,0,0,-74922095,74922095,0%
18_1,01-12-2019,5453,77453907,0,0,-77453907,77453907,0%
23_1,01-10-2019,6399,77880007,0,0,-77880007,77880007,0%
23_3,01-08-2020,4865,78393418,0,0,-78393418,78393418,0%
20_1,01-02-2020,3807,78637089,0,0,-78637089,78637089,0%
22_1,01-10-2019,4220,81248954,0,0,-81248954,81248954,0%
23_3,01-07-2020,6403,81409172,0,0,-81409172,81409172,0%
22_1,01-09-2019,4093,81625269,0,0,-81625269,81625269,0%
22_1,01-07-2020,7769,81707214,0,0,-81707214,81707214,0%
23_1,01-04-2019,6133,82593256,0,0,-82593256,82593256,0%
20_1,01-12-2019,4161,82730665,0,0,-82730665,82730665,0%
23_1,01-11-2019,5631,83622562,0,0,-83622562,83622562,0%
22_1,01-11-2019,4154,84400983,0,0,-84400983,84400983,0%
14_1,01-03-2020,3868,86288684,0,0,-86288684,86288684,0%
17_2,01-09-2020,1410,86920303,0,0,-86920303,86920303,0%
23_1,01-09-2019,7337,87408229,0,0,-87408229,87408229,0%
23_1,01-08-2019,7301,88276635,0,0,-88276635,88276635,0%
23_3,01-01-2020,6260,88354661,0,0,-88354661,88354661,0%
14_1,01-12-2019,4090,88675750,0,0,-88675750,88675750,0%
22_1,01-04-2019,4088,89082890,0,0,-89082890,89082890,0%
23_1,01-12-2019,6615,89382067,0,0,-89382067,89382067,0%
16_1,01-09-2020,743,89569247,0,0,-89569247,89569247,0%
23_1,01-05-2019,6592,90267315,0,0,-90267315,90267315,0%
22_1,01-03-2020,4598,91595270,0,0,-91595270,91595270,0%
23_3,01-03-2020,5699,93196149,0,0,-93196149,93196149,0%
23_1,01-06-2020,9957,93225717,0,0,-93225717,93225717,0%
22_1,01-05-2019,5095,93397223,0,0,-93397223,93397223,0%
22_1,01-01-2020,4999,93694535,0,0,-93694535,93694535,0%
22_1,01-08-2019,5246,96601052,0,0,-96601052,96601052,0%
22_1,01-07-2019,5472,98933054,0,0,-98933054,98933054,0%
22_1,01-06-2019,5049,99823253,0,0,-99823253,99823253,0%
22_1,01-06-2020,6145,100011083,0,0,-100011083,100011083,0%
21_1,01-08-2020,3586,100402366,0,0,-100402366,100402366,0%
23_3,01-06-2020,6348,100788159,0,0,-100788159,100788159,0%
23_3,01-11-2019,7154,101753131,0,0,-101753131,101753131,0%
17_2,01-05-2020,4114,102895138,0,0,-102895138,102895138,0%
23_1,01-02-2020,8209,103263040,0,0,-103263040,103263040,0%
21_1,01-05-2020,3197,103593555,0,0,-103593555,103593555,0%
22_1,01-12-2019,5220,103834902,0,0,-103834902,103834902,0%
23_1,01-06-2019,7146,104282218,0,0,-104282218,104282218,0%
23_3,01-06-2019,9280,106077226,0,0,-106077226,106077226,0%
23_1,01-08-2020,5610,106279664,0,0,-106279664,106279664,0%
23_3,01-08-2019,7865,113198332,0,0,-113198332,113198332,0%
23_3,01-04-2019,7413,113680902,0,0,-113680902,113680902,0%
22_1,01-02-2020,6101,113983602,0,0,-113983602,113983602,0%
23_3,01-02-2020,7896,114481607,0,0,-114481607,114481607,0%
23_1,01-07-2019,8928,115173858,0,0,-115173858,115173858,0%
21_1,01-03-2020,4506,116917458,0,0,-116917458,116917458,0%
23_3,01-12-2019,8624,119971816,0,0,-119971816,119971816,0%
21_1,01-04-2019,4186,120047007,0,0,-120047007,120047007,0%
23_3,01-10-2019,8233,120542910,0,0,-120542910,120542910,0%
23_3,01-07-2019,9448,134999011,0,0,-134999011,134999011,0%
21_1,01-09-2019,4960,135703564,0,0,-135703564,135703564,0%
21_1,01-08-2019,4997,135863416,0,0,-135863416,135863416,0%
21_1,01-06-2020,5563,136723925,0,0,-136723925,136723925,0%
21_1,01-11-2019,4876,137448091,0,0,-137448091,137448091,0%
21_1,01-07-2020,4673,140883295,0,0,-140883295,140883295,0%
21_1,01-06-2019,4541,141468882,0,0,-141468882,141468882,0%
21_1,01-10-2019,4847,143239985,0,0,-143239985,143239985,0%
21_1,01-05-2019,5395,151385340,0,0,-151385340,151385340,0%
23_3,01-09-2019,10060,151915060,0,0,-151915060,151915060,0%
21_1,01-07-2019,5892,152570326,0,0,-152570326,152570326,0%
15_2,01-09-2020,1492,159247135,0,0,-159247135,159247135,0%
23_3,01-05-2019,8787,161615746,0,0,-161615746,161615746,0%
21_1,01-01-2020,5252,163242605,0,0,-163242605,163242605,0%
21_1,01-12-2019,5440,163289204,0,0,-163289204,163289204,0%
21_1,01-02-2020,5856,177104500,0,0,-177104500,177104500,0%
16_1,01-05-2020,1467,195808943,0,0,-195808943,195808943,0%
23_1,01-07-2020,8091,200034404,0,0,-200034404,200034404,0%
17_2,01-06-2020,7891,231403341,0,0,-231403341,231403341,0%
17_2,01-07-2020,7812,267403842,0,0,-267403842,267403842,0%
17_2,01-08-2020,6556,271109530,0,0,-271109530,271109530,0%
17_2,01-01-2020,7369,280243584,0,0,-280243584,280243584,0%
17_2,01-10-2019,7535,322031312,0,0,-322031312,322031312,0%
17_2,01-11-2019,7917,326206436,0,0,-326206436,326206436,0%
15_2,01-05-2020,5297,364890605,0,0,-364890605,364890605,0%
15_1,01-09-2020,3140,378347267,0,0,-378347267,378347267,0%
17_2,01-12-2019,8615,384598579,0,0,-384598579,384598579,0%
17_2,01-06-2019,8251,388914751,0,0,-388914751,388914751,0%
17_2,01-03-2020,7382,389937640,0,0,-389937640,389937640,0%
17_2,01-02-2020,9486,404209098,0,0,-404209098,404209098,0%
17_2,01-07-2019,10308,406370671,0,0,-406370671,406370671,0%
17_2,01-08-2019,9685,413909852,0,0,-413909852,413909852,0%
17_2,01-04-2019,8316,418960714,0,0,-418960714,418960714,0%
17_2,01-05-2019,8494,425344246,0,0,-425344246,425344246,0%
17_2,01-09-2019,8096,436896437,0,0,-436896437,436896437,0%
16_1,01-07-2020,3586,444890171,0,0,-444890171,444890171,0%
16_1,01-09-2019,3910,447847595,0,0,-447847595,447847595,0%
16_1,01-08-2020,3380,448254114,0,0,-448254114,448254114,0%
16_1,01-06-2020,3736,474294053,0,0,-474294053,474294053,0%
16_1,01-10-2019,4603,612956204,0,0,-612956204,612956204,0%
16_1,01-03-2020,4552,639551082,0,0,-639551082,639551082,0%
16_1,01-07-2019,5573,658623385,0,0,-658623385,658623385,0%
16_1,01-01-2020,5293,658828489,0,0,-658828489,658828489,0%
15_1,01-05-2020,8235,696376142,0,0,-696376142,696376142,0%
16_1,01-04-2019,5268,724238098,0,0,-724238098,724238098,0%
16_1,01-02-2020,6187,738070176,0,0,-738070176,738070176,0%
16_1,01-06-2019,5015,746210249,0,0,-746210249,746210249,0%
15_2,01-08-2020,8852,748218717,0,0,-748218717,748218717,0%
16_1,01-12-2019,6061,752855272,0,0,-752855272,752855272,0%
16_1,01-05-2019,5210,754708131,0,0,-754708131,754708131,0%
16_1,01-11-2019,5071,768221659,0,0,-768221659,768221659,0%
15_2,01-07-2020,8779,779130964,0,0,-779130964,779130964,0%
15_2,01-06-2020,9528,795974924,0,0,-795974924,795974924,0%
16_1,01-08-2019,5956,797295938,0,0,-797295938,797295938,0%
15_2,01-03-2020,11009,827350110,0,0,-827350110,827350110,0%
15_2,01-01-2020,11954,935715174,0,0,-935715174,935715174,0%
15_2,01-06-2019,11808,942570587,0,0,-942570587,942570587,0%
15_2,01-10-2019,12870,960760982,0,0,-960760982,960760982,0%
15_2,01-09-2019,12399,1009699757,0,0,-1009699757,1009699757,0%
15_2,01-07-2019,14497,1017656366,0,0,-1017656366,1017656366,0%
15_2,01-04-2019,14140,1080766807,0,0,-1080766807,1080766807,0%
15_2,01-11-2019,13243,1086466648,0,0,-1086466648,1086466648,0%
15_2,01-08-2019,14718,1122098095,0,0,-1122098095,1122098095,0%
15_1,01-07-2020,15985,1145364702,0,0,-1145364702,1145364702,0%
15_2,01-12-2019,14416,1156263714,0,0,-1156263714,1156263714,0%
15_2,01-02-2020,14898,1172865763,0,0,-1172865763,1172865763,0%
15_2,01-05-2019,16036,1231074513,0,0,-1231074513,1231074513,0%
15_1,01-06-2020,17301,1340168790,0,0,-1340168790,1340168790,0%
15_1,01-08-2020,15826,1466457963,0,0,-1466457963,1466457963,0%
15_1,01-03-2020,19281,1634579400,0,0,-1634579400,1634579400,0%
15_1,01-07-2019,29063,1762830038,0,0,-1762830038,1762830038,0%
15_1,01-01-2020,22237,1805104882,0,0,-1805104882,1805104882,0%
15_1,01-10-2019,24410,1808694819,0,0,-1808694819,1808694819,0%
15_1,01-11-2019,24308,1900190527,0,0,-1900190527,1900190527,0%
15_1,01-09-2019,25274,1933407716,0,0,-1933407716,1933407716,0%
15_1,01-08-2019,27288,2010161113,0,0,-2010161113,2010161113,0%
15_1,01-04-2019,29436,2026355727,0,0,-2026355727,2026355727,0%
15_1,01-05-2019,31310,2027201202,0,0,-2027201202,2027201202,0%
15_1,01-12-2019,25924,2050739767,0,0,-2050739767,2050739767,0%
15_1,01-06-2019,24084,2089441609,0,0,-2089441609,2089441609,0%
15_1,01-02-2020,26299,2200943399,0,0,-2200943399,2200943399,0%
